# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	104371	104880	+					tssE		MPAO1_00480	510		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	104371	104880	+	QPZ79533.1			type VI secretion system baseplate subunit TssE	tssE		MPAO1_00480	510	169	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	104877	106736	+					tssF		MPAO1_00485	1860		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	104877	106736	+	QPZ79534.1			type VI secretion system baseplate subunit TssF	tssF		MPAO1_00485	1860	619	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	106700	107746	+					tssG		MPAO1_00490	1047		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	106700	107746	+	QPZ79535.1			type VI secretion system baseplate subunit TssG	tssG		MPAO1_00490	1047	348	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	107739	110447	+					tssH		MPAO1_00495	2709		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	107739	110447	+	QPZ79536.1			type VI secretion system ATPase TssH	tssH		MPAO1_00495	2709	902	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	110494	112425	+					tssI		MPAO1_00500	1932		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	110494	112425	+	QPZ85054.1			type VI secretion system tip protein VgrG	tssI		MPAO1_00500	1932	643	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	112540	112824	-							MPAO1_00505	285		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	112540	112824	-	QPZ79537.1			hypothetical protein			MPAO1_00505	285	94	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	112821	114113	-							MPAO1_00510	1293		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	112821	114113	-	QPZ79538.1			hypothetical protein			MPAO1_00510	1293	430	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	114129	114563	-							MPAO1_00515	435		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	114129	114563	-	QPZ79539.1			DUF1795 domain-containing protein			MPAO1_00515	435	144	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	114817	117042	+					vgrG		MPAO1_00520	2226		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	114817	117042	+	QPZ79540.1			type VI secretion system tip protein VgrG	vgrG		MPAO1_00520	2226	741	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	117070	117519	+							MPAO1_00525	450		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	117070	117519	+	QPZ79541.1			hypothetical protein			MPAO1_00525	450	149	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	117449	118648	+							MPAO1_00530	1200		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	117449	118648	+	QPZ79542.1			DUF2169 domain-containing protein			MPAO1_00530	1200	399	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	118645	119682	+							MPAO1_00535	1038		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	118645	119682	+	QPZ79543.1			hypothetical protein			MPAO1_00535	1038	345	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	119682	120842	+							MPAO1_00540	1161		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	119682	120842	+	QPZ79544.1			DUF4150 domain-containing protein			MPAO1_00540	1161	386	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	120864	121784	+							MPAO1_00545	921		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	120864	121784	+	QPZ85055.1			hypothetical protein			MPAO1_00545	921	306	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	121766	123013	+							MPAO1_00550	1248		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	121766	123013	+	QPZ79545.1			TIGR02270 family protein			MPAO1_00550	1248	415	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	123389	124117	+							MPAO1_00555	729		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	123389	124117	+	QPZ79546.1			carbonic anhydrase			MPAO1_00555	729	242	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	124328	125899	+							MPAO1_00560	1572		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	124328	125899	+	QPZ79547.1			SulP family inorganic anion transporter			MPAO1_00560	1572	523	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	125886	126524	-							MPAO1_00565	639		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	125886	126524	-	QPZ79548.1			hypothetical protein			MPAO1_00565	639	212	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	126746	126907	-							MPAO1_00570	162		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	126746	126907	-	QPZ79549.1			cytochrome C oxidase subunit II			MPAO1_00570	162	53	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	126896	128020	+					coxB		MPAO1_00575	1125		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	126896	128020	+	QPZ79550.1			cytochrome c oxidase subunit II	coxB		MPAO1_00575	1125	374	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	128030	129622	+					ctaD		MPAO1_00580	1593		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	128030	129622	+	QPZ79551.1			cytochrome c oxidase subunit I	ctaD		MPAO1_00580	1593	530	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	129633	130187	+							MPAO1_00585	555		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	129633	130187	+	QPZ79552.1			cytochrome c oxidase assembly protein			MPAO1_00585	555	184	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	130198	131085	+							MPAO1_00590	888		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	130198	131085	+	QPZ79553.1			cytochrome c oxidase subunit 3			MPAO1_00590	888	295	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	131101	131310	-							MPAO1_00595	210		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	131101	131310	-	QPZ79554.1			twin transmembrane helix small protein			MPAO1_00595	210	69	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	131326	132120	+							MPAO1_00600	795		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	131326	132120	+	QPZ79555.1			SURF1 family protein			MPAO1_00600	795	264	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	132095	132673	+							MPAO1_00605	579		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	132095	132673	+	QPZ79556.1			hypothetical protein			MPAO1_00605	579	192	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	132738	133811	+							MPAO1_00610	1074		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	132738	133811	+	QPZ79557.1			heme A synthase			MPAO1_00610	1074	357	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	133837	134751	+							MPAO1_00615	915		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	133837	134751	+	QPZ79558.1			protoheme IX farnesyltransferase 1			MPAO1_00615	915	304	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	134777	135412	+							MPAO1_00620	636		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	134777	135412	+	QPZ79559.1			SCO family protein			MPAO1_00620	636	211	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	135452	135904	-							MPAO1_00625	453		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	135452	135904	-	QPZ79560.1			GNAT family N-acetyltransferase			MPAO1_00625	453	150	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	136036	136509	+							MPAO1_00630	474		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	136036	136509	+	QPZ79561.1			transcriptional regulator			MPAO1_00630	474	157	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	136766	137494	+							MPAO1_00635	729		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	136766	137494	+	QPZ79562.1			SDR family NAD(P)-dependent oxidoreductase			MPAO1_00635	729	242	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	137519	138106	+							MPAO1_00640	588		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	137519	138106	+	QPZ79563.1			2-hydroxychromene-2-carboxylate isomerase			MPAO1_00640	588	195	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	138336	139685	+							MPAO1_00645	1350		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	138336	139685	+	QPZ79564.1			C4-dicarboxylate transporter 1			MPAO1_00645	1350	449	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	139734	140420	+							MPAO1_00650	687		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	139734	140420	+	QPZ79565.1			FadR family transcriptional regulator			MPAO1_00650	687	228	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	140521	141255	+							MPAO1_00655	735		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	140521	141255	+	QPZ79566.1			GntR family transcriptional regulator			MPAO1_00655	735	244	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	141435	141845	+							MPAO1_00660	411		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	141435	141845	+	QPZ79567.1			hemolysin			MPAO1_00660	411	136	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	141877	142785	-							MPAO1_00665	909		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	141877	142785	-	QPZ79568.1			LysR family transcriptional regulator			MPAO1_00665	909	302	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	143085	143366	-							MPAO1_00670	282		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	143085	143366	-	QPZ79569.1			type II toxin-antitoxin system RelE/ParE family toxin			MPAO1_00670	282	93	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	143363	143590	-							MPAO1_00675	228		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	143363	143590	-	QPZ79570.1			ribbon-helix-helix protein, CopG family			MPAO1_00675	228	75	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	143766	144386	-							MPAO1_00680	621		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	143766	144386	-	QPZ79571.1			hypothetical protein			MPAO1_00680	621	206	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	144487	144987	+							MPAO1_00685	501		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	144487	144987	+	QPZ79572.1			water stress/hypersensitive response domain-containing protein			MPAO1_00685	501	166	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	145060	145401	+							MPAO1_00690	342		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	145060	145401	+	QPZ79573.1			alkylphosphonate utilization protein			MPAO1_00690	342	113	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	145483	146910	-					gabP		MPAO1_00695	1428		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	145483	146910	-	QPZ79574.1			GABA permease	gabP		MPAO1_00695	1428	475	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	147079	148572	-					mmsA		MPAO1_00700	1494		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	147079	148572	-	QPZ79575.1			methylmalonate-semialdehyde dehydrogenase (CoA acylating)	mmsA		MPAO1_00700	1494	497	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	148656	148943	-							MPAO1_00705	288		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	148656	148943	-	QPZ79576.1			beta-alanine degradation protein BauB			MPAO1_00705	288	95	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	148943	150289	-							MPAO1_00710	1347		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	148943	150289	-	QPZ79577.1			beta-alanine--pyruvate aminotransferase			MPAO1_00710	1347	448	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	150424	151341	+							MPAO1_00715	918		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	150424	151341	+	QPZ79578.1			HTH-type transcriptional activator BauR			MPAO1_00715	918	305	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	151454	152824	-					guaD		MPAO1_00720	1371		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	151454	152824	-	QPZ79579.1			guanine deaminase	guaD		MPAO1_00720	1371	456	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	153214	153354	+							MPAO1_00725	141		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	153214	153354	+	QPZ79580.1			hypothetical protein			MPAO1_00725	141	46	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	153935	155506	+							MPAO1_00730	1572		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	153935	155506	+	QPZ79581.1			ABC transporter ATP-binding protein			MPAO1_00730	1572	523	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	155506	156603	+							MPAO1_00735	1098		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	155506	156603	+	QPZ79582.1			ABC transporter permease			MPAO1_00735	1098	365	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	156626	157552	+							MPAO1_00740	927		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	156626	157552	+	QPZ79583.1			ABC transporter permease			MPAO1_00740	927	308	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	157618	157737	-							MPAO1_00745	120		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	157618	157737	-	QPZ79584.1			alkyl hydroperoxide reductase			MPAO1_00745	120	39	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	157717	158280	+					ahpC		MPAO1_00750	564		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	157717	158280	+	QPZ79585.1			peroxiredoxin	ahpC		MPAO1_00750	564	187	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	158425	159990	+					ahpF		MPAO1_00755	1566		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	158425	159990	+	QPZ79586.1			alkyl hydroperoxide reductase subunit F	ahpF		MPAO1_00755	1566	521	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	160070	160966	-					ppk2		MPAO1_00760	897		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	160070	160966	-	QPZ85056.1			polyphosphate kinase 2	ppk2		MPAO1_00760	897	298	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	161424	162773	+							MPAO1_00765	1350		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	161424	162773	+	QPZ79587.1			8-oxoguanine deaminase			MPAO1_00765	1350	449	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	162881	163933	+							MPAO1_00770	1053		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	162881	163933	+	QPZ79588.1			nucleoside hydrolase			MPAO1_00770	1053	350	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	163961	164587	-							MPAO1_00775	627		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	163961	164587	-	QPZ79589.1			nucleoside 2-deoxyribosyltransferase			MPAO1_00775	627	208	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	164737	165255	-							MPAO1_00780	519		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	164737	165255	-	QPZ79590.1			nucleoside 2-deoxyribosyltransferase			MPAO1_00780	519	172	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	165494	166591	+							MPAO1_00785	1098		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	165494	166591	+	QPZ79591.1			BMP family ABC transporter substrate-binding protein			MPAO1_00785	1098	365	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	166664	167626	+							MPAO1_00790	963		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	166664	167626	+	QPZ79592.1			oxidoreductase			MPAO1_00790	963	320	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	167731	168681	+							MPAO1_00795	951		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	167731	168681	+	QPZ79593.1			adenosine deaminase			MPAO1_00795	951	316	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	168878	169423	+							MPAO1_00800	546		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	168878	169423	+	QPZ79594.1			RNA polymerase sigma factor			MPAO1_00800	546	181	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	169420	170415	+							MPAO1_00805	996		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	169420	170415	+	QPZ79595.1			FecR family protein			MPAO1_00805	996	331	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	170564	172951	+							MPAO1_00810	2388		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	170564	172951	+	QPZ79596.1			TonB-dependent receptor			MPAO1_00810	2388	795	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	173238	174155	+					pcaQ		MPAO1_00815	918		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	173238	174155	+	QPZ79597.1			pca operon transcription factor PcaQ	pcaQ		MPAO1_00815	918	305	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	174290	175009	+					pcaH		MPAO1_00820	720		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	174290	175009	+	QPZ79598.1			protocatechuate 3,4-dioxygenase subunit beta	pcaH		MPAO1_00820	720	239	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	175020	175625	+					pcaG		MPAO1_00825	606		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	175020	175625	+	QPZ79599.1			protocatechuate 3,4-dioxygenase subunit alpha	pcaG		MPAO1_00825	606	201	
